qubits,ideal,noisy
8,"[0.00010050949640572071,0.00010051482240669429,0.3335539698600769,0.00010013325663749129,0.000100461627880577,0.00010008138633565977,0.00010006790398620069,0.6710137724876404]","[0.98888886,0.46666667,0.44444445,0.34444445,0.46666667,0.44444445,0.3888889,0.5222222]"
8,"[0.00010095955803990364,0.00010016070154961199,0.3351077735424042,0.00010004740033764392,0.00010031707643065602,0.00010035961895482615,0.00010071077849715948,0.6674178838729858]","[0.98888886,0.46666667,0.44444445,0.34444445,0.46666667,0.44444445,0.3888889,0.5222222]"
8,"[0.0001008675608318299,0.0001006170641630888,0.00010008862591348588,0.575652003288269,0.572464108467102,0.00010007679520640522,0.574759304523468,0.5749198198318481]","[0.4245283,0.46226415,0.46226415,0.5283019,0.9811321,0.43396226,0.5754717,0.509434]"
8,"[0.00010038360778708011,0.00010000998008763418,0.00010027889220509678,0.5722015500068665,0.573262095451355,0.00010069464042317122,0.5780603289604187,0.5806788206100464]","[0.4245283,0.46226415,0.46226415,0.5283019,0.9811321,0.43396226,0.5754717,0.509434]"
8,"[0.00010009459947468713,0.00010079773346660659,0.00010034422302851453,0.5739454627037048,0.5725623965263367,0.000100178767752368,0.5724184513092041,0.5717649459838867]","[0.4245283,0.46226415,0.46226415,0.5283019,0.9811321,0.43396226,0.5754717,0.509434]"
8,"[0.00010020642366725951,0.00010010536789195612,0.00010048813419416547,0.5729779005050659,0.5725980997085571,0.00010089994611917064,0.5724891424179077,0.5715756416320801]","[0.4245283,0.46226415,0.46226415,0.5283019,0.9811321,0.43396226,0.5754717,0.509434]"
8,"[1.0016193389892578,0.5174344182014465,0.4884779751300812,0.00010144330008188263,0.48420169949531555,0.4840101897716522,0.487703412771225,0.0001008594554150477]","[0.5081967,0.4918033,0.5081967,0.4795082,0.5,0.5081967,0.4795082,0.4795082]"
8,"[1.0023587942123413,0.5195992588996887,0.4851854145526886,0.00010081992513732985,0.48388686776161194,0.4878412187099457,0.4839378595352173,0.00010021547495853156]","[0.5081967,0.4918033,0.5081967,0.4795082,0.5,0.5081967,0.4795082,0.4795082]"
8,"[1.0000463724136353,0.5179615616798401,0.48702630400657654,0.0001002651042654179,0.48405739665031433,0.48489779233932495,0.48454171419143677,0.00010038779146270826]","[0.5081967,0.4918033,0.5081967,0.4795082,0.5,0.5081967,0.4795082,0.4795082]"
8,"[1.0038260221481323,0.5161952376365662,0.4842863976955414,0.00010015417501563206,0.48481088876724243,0.48650816082954407,0.4879167079925537,0.0001001722484943457]","[0.5081967,0.4918033,0.5081967,0.4795082,0.5,0.5081967,0.4795082,0.4795082]"
8,"[0.9606788754463196,0.42585116624832153,0.3672485053539276,0.4257958233356476,0.5062137246131897,0.475522518157959,0.465693861246109,0.49805793166160583]","[0.52459013,0.48360655,0.48360655,0.52459013,0.49590164,0.51229507,0.51229507,0.50409836]"
8,"[0.955620288848877,0.428219199180603,0.3676261305809021,0.4281262457370758,0.5050498843193054,0.47592514753341675,0.46615850925445557,0.49512678384780884]","[0.52459013,0.48360655,0.48360655,0.52459013,0.49590164,0.51229507,0.51229507,0.50409836]"
8,"[0.9512558579444885,0.42662304639816284,0.36724916100502014,0.42738065123558044,0.5063247680664062,0.47580376267433167,0.46534982323646545,0.4967379868030548]","[0.52459013,0.48360655,0.48360655,0.52459013,0.49590164,0.51229507,0.51229507,0.50409836]"
8,"[0.953258752822876,0.42615222930908203,0.3663519322872162,0.4286922216415405,0.5102239847183228,0.4762154817581177,0.4708050787448883,0.5035465359687805]","[0.52459013,0.48360655,0.48360655,0.52459013,0.49590164,0.51229507,0.51229507,0.50409836]"
8,"[0.5205823183059692,0.5078194737434387,0.5214008688926697,0.5131443738937378,0.5050048232078552,0.517240583896637,0.5138281583786011,0.492546021938324]","[0.5,0.5,0.5,0.49264705,0.9411765,0.50735295,0.49264705,0.4852941]"
8,"[0.5198782682418823,0.509868860244751,0.5189241170883179,0.5140409469604492,0.4979892075061798,0.5127930641174316,0.5140880942344666,0.4928828477859497]","[0.5,0.5,0.5,0.49264705,0.9411765,0.50735295,0.49264705,0.4852941]"
8,"[0.519739031791687,0.5097389817237854,0.5175777077674866,0.5156908631324768,0.49991917610168457,0.5131694078445435,0.5156963467597961,0.49506691098213196]","[0.5,0.5,0.5,0.49264705,0.9411765,0.50735295,0.49264705,0.4852941]"
8,"[0.5180625915527344,0.5079982876777649,0.5186931490898132,0.5204787254333496,0.5058528184890747,0.5124463438987732,0.512937605381012,0.49399232864379883]","[0.5,0.5,0.5,0.49264705,0.9411765,0.50735295,0.49264705,0.4852941]"
8,"[0.00010009029210777953,1.0009466409683228,0.00010064423258882016,0.00010017924796557054,0.00010000049223890528,0.00010073015437228605,0.5014674663543701,0.00010030421981355175]","[0.2962963,0.8518519,0.3148148,0.33333334,0.42592594,0.33333334,0.5,0.22222222]"
8,"[0.00010035034210886806,1.004044532775879,0.0001001710697892122,0.0001003131183097139,0.00010018306056736037,0.00010012001439463347,0.5029587149620056,0.00010015917359851301]","[0.2962963,0.8518519,0.3148148,0.33333334,0.42592594,0.33333334,0.5,0.22222222]"
8,"[0.00010044970986200497,1.0021717548370361,0.0001002967037493363,0.00010069215204566717,0.00010004104842664674,0.00010012321581598371,0.5043582320213318,0.00010026896052295342]","[0.2962963,0.8518519,0.3148148,0.33333334,0.42592594,0.33333334,0.5,0.22222222]"
8,"[0.0001000835036393255,1.006955862045288,0.00010010174446506426,0.00010126108099939302,0.00010013824794441462,0.00010014350118581206,0.5007579922676086,0.00010023928189184517]","[0.2962963,0.8518519,0.3148148,0.33333334,0.42592594,0.33333334,0.5,0.22222222]"
8,"[0.00010009434481617063,0.0001002882927423343,0.5017397403717041,0.00010036124149337411,1.0012884140014648,0.5006005764007568,0.0001000477495836094,0.5005977153778076]","[0.41836736,0.37244898,0.5102041,0.50510204,0.57653064,0.4489796,0.49489796,0.48979592]"
8,"[0.00010119233775185421,0.00010070722055388615,0.5005521178245544,0.00010043440852314234,1.0048768520355225,0.5030756592750549,0.00010081816435558721,0.5007694363594055]","[0.41836736,0.37244898,0.5102041,0.50510204,0.57653064,0.4489796,0.49489796,0.48979592]"
8,"[0.00010042805661214516,0.00010045602539321408,0.5037287473678589,0.000100127057521604,1.0048385858535767,0.5004240870475769,0.00010011666745413095,0.500655472278595]","[0.41836736,0.37244898,0.5102041,0.50510204,0.57653064,0.4489796,0.49489796,0.48979592]"
8,"[0.00010053259029518813,0.00010061288776341826,0.5003307461738586,0.0001002360149868764,1.000218391418457,0.5009998679161072,0.00010046269744634628,0.5052321553230286]","[0.41836736,0.37244898,0.5102041,0.50510204,0.57653064,0.4489796,0.49489796,0.48979592]"
8,"[0.5252631306648254,0.5159907341003418,0.4882260859012604,0.5137567520141602,0.5099268555641174,0.48874446749687195,0.5422265529632568,0.5080623030662537]","[0.4968153,0.50955415,0.49044585,0.50955415,0.50318474,0.4968153,0.81528664,0.50955415]"
8,"[0.525199830532074,0.513749361038208,0.48753705620765686,0.5129774808883667,0.5086002349853516,0.4896099269390106,0.5337516069412231,0.5075400471687317]","[0.4968153,0.50955415,0.49044585,0.50955415,0.50318474,0.4968153,0.81528664,0.50955415]"
8,"[0.5237164497375488,0.5138116478919983,0.4891619086265564,0.5077927112579346,0.5091732740402222,0.4891842007637024,0.5420477986335754,0.5084125995635986]","[0.4968153,0.50955415,0.49044585,0.50955415,0.50318474,0.4968153,0.81528664,0.50955415]"
8,"[0.5240039825439453,0.5145961046218872,0.4892829358577728,0.5117236375808716,0.5080041885375977,0.48762208223342896,0.5350693464279175,0.5079285502433777]","[0.4968153,0.50955415,0.49044585,0.50955415,0.50318474,0.4968153,0.81528664,0.50955415]"
8,"[0.5563834309577942,0.00010061814828077331,0.5578062534332275,0.00010044498776551336,0.00010058629413833842,0.5594900846481323,0.4456619918346405,0.00010039128392236307]","[0.5330396,0.50220263,0.5110132,0.4537445,0.4493392,0.52863437,0.47136563,0.50220263]"
8,"[0.5563664436340332,0.00010054176527773961,0.556061863899231,0.00010005386138800532,0.00010020929767051712,0.5574452877044678,0.4446021020412445,0.00010007419041357934]","[0.5330396,0.50220263,0.5110132,0.4537445,0.4493392,0.52863437,0.47136563,0.50220263]"
8,"[0.558860719203949,0.00010019816545536742,0.5655074715614319,0.00010013465362135321,0.00010046215902548283,0.557766318321228,0.4455976188182831,0.00010089878196595237]","[0.5330396,0.50220263,0.5110132,0.4537445,0.4493392,0.52863437,0.47136563,0.50220263]"
8,"[0.5556676983833313,0.00010027070675278082,0.5557528138160706,0.00010092907905345783,0.00010022935748565942,0.5629866719245911,0.44514137506484985,0.00010010010009864345]","[0.5330396,0.50220263,0.5110132,0.4537445,0.4493392,0.52863437,0.47136563,0.50220263]"
8,"[0.46964868903160095,0.530818521976471,0.5120738744735718,0.00010011668200604618,0.5311111807823181,0.49132826924324036,0.5333051085472107,1.0005559921264648]","[0.49803922,0.5019608,0.49803922,0.49803922,0.5019608,0.49803922,0.49803922,0.5019608]"
8,"[0.4702571928501129,0.5307909846305847,0.5120764970779419,0.00010032736463472247,0.5336374044418335,0.49000370502471924,0.5309123992919922,1.0029560327529907]","[0.49803922,0.5019608,0.49803922,0.49803922,0.5019608,0.49803922,0.49803922,0.5019608]"
8,"[0.4727890193462372,0.5336210131645203,0.5114158987998962,0.00010001989721786231,0.5309140086174011,0.49157536029815674,0.5313302278518677,1.0077217817306519]","[0.49803922,0.5019608,0.49803922,0.49803922,0.5019608,0.49803922,0.49803922,0.5019608]"
8,"[0.47078168392181396,0.5320873856544495,0.5120537877082825,0.00010075460158986971,0.5339346528053284,0.4921947717666626,0.5309582352638245,1.0021368265151978]","[0.49803922,0.5019608,0.49803922,0.49803922,0.5019608,0.49803922,0.49803922,0.5019608]"
8,"[0.4600600004196167,0.8041957020759583,0.47964051365852356,0.6337740421295166,0.6330873370170593,0.29646486043930054,0.45926299691200256,0.541128933429718]","[0.504,0.508,0.504,0.508,0.504,0.508,0.496,0.508]"
8,"[0.4609116017818451,0.8015821576118469,0.4837794899940491,0.6328197717666626,0.6355610489845276,0.2960919439792633,0.4632681906223297,0.545707643032074]","[0.504,0.508,0.504,0.508,0.504,0.508,0.496,0.508]"
8,"[0.4660766124725342,0.7964776158332825,0.48066362738609314,0.6328207850456238,0.6333408951759338,0.2969270348548889,0.4592392146587372,0.5411156415939331]","[0.504,0.508,0.504,0.508,0.504,0.508,0.496,0.508]"
8,"[0.4605291783809662,0.7994062900543213,0.48180487751960754,0.6326694488525391,0.6347113251686096,0.2960434854030609,0.4599926173686981,0.5418568253517151]","[0.504,0.508,0.504,0.508,0.504,0.508,0.496,0.508]"
8,"[1.0131840705871582,0.00010052878496935591,1.0038695335388184,1.006473422050476,0.0001000859119812958,0.00010040590132120997,0.5016115307807922,0.5023096203804016]","[0.511811,0.42519686,0.6535433,0.6456693,0.47244096,0.22834645,0.56692916,0.48818898]"
8,"[1.012807846069336,0.00010020456102211028,1.0144717693328857,1.0026311874389648,0.0001002222197712399,0.00010007338278228417,0.5011798143386841,0.5017468929290771]","[0.511811,0.42519686,0.6535433,0.6456693,0.47244096,0.22834645,0.56692916,0.48818898]"
8,"[1.0036063194274902,0.00010003079660236835,1.0093040466308594,1.0074938535690308,0.00010001200280385092,0.00010084907989948988,0.5039905905723572,0.500289797782898]","[0.511811,0.42519686,0.6535433,0.6456693,0.47244096,0.22834645,0.56692916,0.48818898]"
8,"[1.008347511291504,0.00010010474943555892,1.0040982961654663,1.0039057731628418,0.00010031478450400755,0.00010005720832850784,0.5000083446502686,0.5014047026634216]","[0.511811,0.42519686,0.6535433,0.6456693,0.47244096,0.22834645,0.56692916,0.48818898]"
8,"[0.502458393573761,0.6794412732124329,0.967684805393219,0.6128286123275757,0.5361669659614563,0.46448320150375366,1.0006778240203857,0.3578961491584778]","[0.50222224,0.49333334,0.52444446,0.5555556,0.51555556,0.52,0.5288889,0.46666667]"
8,"[0.5031898021697998,0.6896329522132874,0.9767249226570129,0.6098352670669556,0.5387043952941895,0.4661060869693756,1.0032317638397217,0.35793739557266235]","[0.50222224,0.49333334,0.52444446,0.5555556,0.51555556,0.52,0.5288889,0.46666667]"
8,"[0.50030916929245,0.6794648170471191,0.971325695514679,0.6073611974716187,0.536188542842865,0.4651011824607849,1.0054117441177368,0.35767677426338196]","[0.50222224,0.49333334,0.52444446,0.5555556,0.51555556,0.52,0.5288889,0.46666667]"
8,"[0.504260241985321,0.682877242565155,0.9728259444236755,0.6089919805526733,0.5358958840370178,0.46455851197242737,1.0006192922592163,0.3574461042881012]","[0.50222224,0.49333334,0.52444446,0.5555556,0.51555556,0.52,0.5288889,0.46666667]"
8,"[0.5251321196556091,0.5002752542495728,0.521492600440979,0.501945436000824,0.4853270351886749,0.520606517791748,0.5091259479522705,0.4979154169559479]","[0.48920864,0.50359714,0.50359714,0.51079136,0.50359714,0.4964029,0.4964029,0.92086333]"
8,"[0.5179564356803894,0.5021153688430786,0.5227732062339783,0.5036032199859619,0.4851931631565094,0.5167901515960693,0.5053524374961853,0.4920862317085266]","[0.48920864,0.50359714,0.50359714,0.51079136,0.50359714,0.4964029,0.4964029,0.92086333]"
8,"[0.5184873938560486,0.5036874413490295,0.5215064883232117,0.5018771290779114,0.4842554032802582,0.5179104804992676,0.5078067183494568,0.4895326793193817]","[0.48920864,0.50359714,0.50359714,0.51079136,0.50359714,0.4964029,0.4964029,0.92086333]"
8,"[0.5182451605796814,0.5025458931922913,0.5216770768165588,0.5070905089378357,0.4849078059196472,0.518940806388855,0.5067635178565979,0.4894830584526062]","[0.48920864,0.50359714,0.50359714,0.51079136,0.50359714,0.4964029,0.4964029,0.92086333]"
8,"[0.00010040465713245794,0.00010023823415394872,0.5012367367744446,0.5037464499473572,0.5032032132148743,0.500624418258667,1.0051380395889282,0.00010060155909741297]","[0.26666668,0.21666667,0.53333336,0.6166667,0.48333332,0.6,0.85,0.25]"
8,"[0.00010016607848228887,0.00010067829862236977,0.5003583431243896,0.5015450119972229,0.5006251335144043,0.500066339969635,1.0021467208862305,0.00010028689575847238]","[0.26666668,0.21666667,0.53333336,0.6166667,0.48333332,0.6,0.85,0.25]"
8,"[0.00010007619857788086,0.00010047519754152745,0.501247763633728,0.5023160576820374,0.5003164410591125,0.5000940561294556,1.0004050731658936,0.00010034110164269805]","[0.26666668,0.21666667,0.53333336,0.6166667,0.48333332,0.6,0.85,0.25]"
8,"[0.00010066753748105839,0.0001003872457658872,0.5015296339988708,0.5005462765693665,0.5002349019050598,0.5010606050491333,1.0101031064987183,0.00010174012277275324]","[0.26666668,0.21666667,0.53333336,0.6166667,0.48333332,0.6,0.85,0.25]"
8,"[0.5015386939048767,0.4862477779388428,0.5297345519065857,0.5192643404006958,0.5049730539321899,0.5112254619598389,0.5058814287185669,0.5052274465560913]","[0.47368422,0.48026314,0.5,0.5065789,0.84210527,0.48026314,0.5065789,0.5131579]"
8,"[0.5001304745674133,0.4873315989971161,0.5244078636169434,0.5203593373298645,0.5065521597862244,0.5110470056533813,0.5051942467689514,0.5008765459060669]","[0.47368422,0.48026314,0.5,0.5065789,0.84210527,0.48026314,0.5065789,0.5131579]"
8,"[0.5018280148506165,0.4857306182384491,0.5267229676246643,0.5198164582252502,0.5094135999679565,0.512313723564148,0.5092499256134033,0.5027580857276917]","[0.47368422,0.48026314,0.5,0.5065789,0.84210527,0.48026314,0.5065789,0.5131579]"
8,"[0.5005350708961487,0.4883361756801605,0.5265796780586243,0.5214729309082031,0.5120776891708374,0.5101341009140015,0.5075124502182007,0.5019766092300415]","[0.47368422,0.48026314,0.5,0.5065789,0.84210527,0.48026314,0.5065789,0.5131579]"
8,"[0.4801114797592163,0.40021491050720215,0.5204238295555115,0.5205538868904114,0.00010002480848925188,0.6401966214179993,1.0003827810287476,0.00010007419041357934]","[0.5086705,0.42196533,0.54913294,0.58381504,0.50289017,0.60115606,0.5260116,0.5433526]"
8,"[0.48022425174713135,0.400453120470047,0.5221201777458191,0.5265604853630066,0.00010060084605356678,0.6404608488082886,1.0031830072402954,0.00010011596896219999]","[0.5086705,0.42196533,0.54913294,0.58381504,0.50289017,0.60115606,0.5260116,0.5433526]"
8,"[0.48484012484550476,0.40330764651298523,0.5212993621826172,0.5228534936904907,0.00010020162153523415,0.6405818462371826,1.0050386190414429,0.00010013768769567832]","[0.5086705,0.42196533,0.54913294,0.58381504,0.50289017,0.60115606,0.5260116,0.5433526]"
8,"[0.4800288677215576,0.40212738513946533,0.5202854871749878,0.5210157036781311,0.00010037111496785656,0.6400632858276367,1.004846453666687,0.0001015908710542135]","[0.5086705,0.42196533,0.54913294,0.58381504,0.50289017,0.60115606,0.5260116,0.5433526]"
8,"[0.5860860347747803,0.00010040387860499322,0.6282700896263123,0.41913676261901855,0.6278379559516907,0.0001006429229164496,0.41791659593582153,0.5424404144287109]","[0.5177665,0.43654823,0.5989848,0.46192893,0.57360405,0.43654823,0.5025381,0.5076142]"
8,"[0.5833935737609863,0.0001000979173113592,0.6254081130027771,0.42030420899391174,0.6274782419204712,0.0001004478326649405,0.42088043689727783,0.5435397028923035]","[0.5177665,0.43654823,0.5989848,0.46192893,0.57360405,0.43654823,0.5025381,0.5076142]"
8,"[0.5835403800010681,0.00010000336624216288,0.6253604292869568,0.41687560081481934,0.6292224526405334,0.00010004862997448072,0.4170161485671997,0.5434377193450928]","[0.5177665,0.43654823,0.5989848,0.46192893,0.57360405,0.43654823,0.5025381,0.5076142]"
8,"[0.5835805535316467,0.00010141513484995812,0.6265782713890076,0.41729655861854553,0.6269026398658752,0.00010047320392914116,0.42526257038116455,0.5425271391868591]","[0.5177665,0.43654823,0.5989848,0.46192893,0.57360405,0.43654823,0.5025381,0.5076142]"
8,"[0.5018696784973145,0.5014579892158508,0.00010075380851048976,0.500055193901062,0.5002534985542297,1.0010628700256348,0.00010016596934292465,0.501758337020874]","[0.48704663,0.5233161,0.47668394,0.39896372,0.4974093,0.58549225,0.4818653,0.5181347]"
8,"[0.500017523765564,0.5026872754096985,0.00010039915650850162,0.5047269463539124,0.5013487339019775,1.0045056343078613,0.00010017408203566447,0.501494824886322]","[0.48704663,0.5233161,0.47668394,0.39896372,0.4974093,0.58549225,0.4818653,0.5181347]"
8,"[0.5000021457672119,0.5025263428688049,0.00010014548024628311,0.5044839978218079,0.5044072270393372,1.0045714378356934,0.00010049500269815326,0.5002726316452026]","[0.48704663,0.5233161,0.47668394,0.39896372,0.4974093,0.58549225,0.4818653,0.5181347]"
8,"[0.5006999373435974,0.5003060698509216,0.00010037243919214234,0.5074853301048279,0.5001657605171204,1.0036087036132812,0.0001001416239887476,0.502428412437439]","[0.48704663,0.5233161,0.47668394,0.39896372,0.4974093,0.58549225,0.4818653,0.5181347]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010019199544331059,0.33621466159820557,0.6671086549758911,0.5049234628677368]","[0.0001,0.0001,0.0001,0.0001,0.6,0.8,0.5,0.6]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010047535761259496,0.33412307500839233,0.6669230461120605,0.500307559967041]","[0.0001,0.0001,0.0001,0.0001,0.6,0.8,0.5,0.6]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001001073032966815,0.3336981236934662,0.6717212200164795,0.5010237693786621]","[0.0001,0.0001,0.0001,0.0001,0.6,0.8,0.5,0.6]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010045719682238996,0.3335737884044647,0.674036979675293,0.5029679536819458]","[0.0001,0.0001,0.0001,0.0001,0.6,0.8,0.5,0.6]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010056969040306285,0.00010063077206723392,0.00010024502262240276,0.5020875930786133]","[0.0001,0.0001,0.0001,0.0001,0.44444445,0.7777778,0.33333334,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010074650344904512,0.00010007823584601283,0.00010029377153841779,0.5000136494636536]","[0.0001,0.0001,0.0001,0.0001,0.44444445,0.7777778,0.33333334,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010026942618424073,0.00010025133087765425,0.00010045226372312754,0.5010164380073547]","[0.0001,0.0001,0.0001,0.0001,0.44444445,0.7777778,0.33333334,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010009139805333689,0.00010005314834415913,0.00010002684575738385,0.5069811344146729]","[0.0001,0.0001,0.0001,0.0001,0.44444445,0.7777778,0.33333334,0.33333334]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5005198121070862,0.00010049781121779233,0.00010008576646214351,0.5053020715713501,0.00010030132398242131]","[0.0001,0.0001,0.0001,0.5,0.42857143,0.42857143,0.5,0.42857143]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5011517405509949,0.00010018573811976239,0.00010010363621404395,0.5012267827987671,0.00010038205073215067]","[0.0001,0.0001,0.0001,0.5,0.42857143,0.42857143,0.5,0.42857143]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5050216317176819,0.0001005789017654024,0.0001003177385427989,0.5017369389533997,0.00010048435797216371]","[0.0001,0.0001,0.0001,0.5,0.42857143,0.42857143,0.5,0.42857143]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5013098120689392,0.00010021230264101177,0.00010018074681283906,0.5011566281318665,0.00010010400001192465]","[0.0001,0.0001,0.0001,0.5,0.42857143,0.42857143,0.5,0.42857143]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5004552006721497,0.00010000901238527149,0.5000794529914856,0.00010006859520217404,0.00010004110663430765,0.00010035488958237693]","[0.0001,0.0001,0.55,0.15,0.55,0.25,0.25,0.25]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5012020468711853,0.00010048988042399287,0.5136565566062927,0.00010043029760709032,0.00010049180855276063,0.00010050385753856972]","[0.0001,0.0001,0.55,0.15,0.55,0.25,0.25,0.25]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5001846551895142,0.00010067483526654541,0.5011940598487854,0.00010012484563048929,0.00010022034985013306,0.00010019457113230601]","[0.0001,0.0001,0.55,0.15,0.55,0.25,0.25,0.25]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.502268373966217,0.00010006222873926163,0.5080457329750061,0.0001000998672679998,0.00010073519661091268,0.00010006970842368901]","[0.0001,0.0001,0.55,0.15,0.55,0.25,0.25,0.25]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.00010020464105764404,0.0001022696087602526,0.5000746846199036,0.5000775456428528,0.00010039273911388591,0.5006538033485413]","[0.0001,0.0001,0.46666667,0.31111112,0.53333336,0.53333336,0.4,0.5555556]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.00010041929635917768,0.00010018837201641873,0.5030047297477722,0.5004125833511353,0.00010032628051703796,0.5001196265220642]","[0.0001,0.0001,0.46666667,0.31111112,0.53333336,0.53333336,0.4,0.5555556]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.00010036773164756596,0.00010005712101701647,0.5050943493843079,0.503034234046936,0.00010005381045630202,0.5014736652374268]","[0.0001,0.0001,0.46666667,0.31111112,0.53333336,0.53333336,0.4,0.5555556]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.00010047866817330942,0.00010089579882333055,0.5001316666603088,0.5011677742004395,0.00010099600331159309,0.5016809105873108]","[0.0001,0.0001,0.46666667,0.31111112,0.53333336,0.53333336,0.4,0.5555556]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.50303053855896,0.5003274083137512,0.5043387413024902,0.00010047115210909396,0.5068967938423157,0.50130295753479]","[0.0001,0.0001,0.5,0.5277778,0.5,0.8888889,0.4722222,0.5277778]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5076695084571838,0.5000956654548645,0.5017337799072266,0.00010026522068073973,0.5015172958374023,0.5014780163764954]","[0.0001,0.0001,0.5,0.5277778,0.5,0.8888889,0.4722222,0.5277778]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5007482171058655,0.502938985824585,0.500683605670929,0.00010053566074930131,0.5004927515983582,0.5001819133758545]","[0.0001,0.0001,0.5,0.5277778,0.5,0.8888889,0.4722222,0.5277778]"
6,"[9.999999747378752e-05,9.999999747378752e-05,0.5011662840843201,0.5012191534042358,0.5007520318031311,0.00010096334153786302,0.5004139542579651,0.5004751682281494]","[0.0001,0.0001,0.5,0.5277778,0.5,0.8888889,0.4722222,0.5277778]"
7,"[9.999999747378752e-05,0.5131084322929382,0.514456570148468,0.537924587726593,0.5217875242233276,0.5048049092292786,0.5132521986961365,0.4872729480266571]","[0.0001,0.5125,0.5125,0.8,0.5,0.4625,0.475,0.525]"
7,"[9.999999747378752e-05,0.5133440494537354,0.5131139755249023,0.5321502685546875,0.5225082635879517,0.5050957798957825,0.5156658291816711,0.487718790769577]","[0.0001,0.5125,0.5125,0.8,0.5,0.4625,0.475,0.525]"
7,"[9.999999747378752e-05,0.5137985944747925,0.5136637091636658,0.5305073261260986,0.5238723754882812,0.5062084197998047,0.5146705508232117,0.4882839620113373]","[0.0001,0.5125,0.5125,0.8,0.5,0.4625,0.475,0.525]"
7,"[9.999999747378752e-05,0.5131679177284241,0.5167738199234009,0.5320605635643005,0.5220432281494141,0.5071582794189453,0.5139095187187195,0.4882271885871887]","[0.0001,0.5125,0.5125,0.8,0.5,0.4625,0.475,0.525]"
8,"[0.5016778111457825,0.14882422983646393,0.4926549792289734,0.5106850266456604,0.4966985881328583,0.5264201164245605,0.6225789189338684,0.596227765083313]","[0.5,0.47540984,0.5081967,0.49590164,0.50409836,0.5081967,0.51229507,0.5204918]"
8,"[0.49442964792251587,0.14956031739711761,0.49404090642929077,0.5091119408607483,0.49297332763671875,0.5239579081535339,0.6259442567825317,0.5956341028213501]","[0.5,0.47540984,0.5081967,0.49590164,0.50409836,0.5081967,0.51229507,0.5204918]"
8,"[0.49219799041748047,0.1489778608083725,0.49438807368278503,0.5087370872497559,0.4928584396839142,0.5241707563400269,0.6180871725082397,0.6002074480056763]","[0.5,0.47540984,0.5081967,0.49590164,0.50409836,0.5081967,0.51229507,0.5204918]"
8,"[0.5051535367965698,0.14910289645195007,0.493381530046463,0.5143863558769226,0.4949744641780853,0.5244237780570984,0.6221194267272949,0.5989815592765808]","[0.5,0.47540984,0.5081967,0.49590164,0.50409836,0.5081967,0.51229507,0.5204918]"
8,"[0.5322494506835938,0.5128160715103149,0.5106121897697449,0.29487141966819763,0.5336595773696899,0.4972276985645294,0.5040535926818848,0.5231069326400757]","[0.47826087,0.5,0.5,0.49275362,0.51449275,0.5072464,0.92753625,0.5217391]"
8,"[0.532090961933136,0.5114129781723022,0.5102776288986206,0.2953999638557434,0.5295524001121521,0.4975966811180115,0.5061569809913635,0.5273352265357971]","[0.47826087,0.5,0.5,0.49275362,0.51449275,0.5072464,0.92753625,0.5217391]"
8,"[0.5309358239173889,0.5103371739387512,0.512110710144043,0.2945455312728882,0.5353947281837463,0.5010536909103394,0.505561113357544,0.5259698033332825]","[0.47826087,0.5,0.5,0.49275362,0.51449275,0.5072464,0.92753625,0.5217391]"
8,"[0.5296516418457031,0.5118668675422668,0.5113415122032166,0.295553594827652,0.5295355319976807,0.49771982431411743,0.5034776926040649,0.5229025483131409]","[0.47826087,0.5,0.5,0.49275362,0.51449275,0.5072464,0.92753625,0.5217391]"
